SUBMITTED_ID,FBID_KEY,ANNOTATION_SYMBOL,CYTOGENETIC_MAP,EXPERIMENTAL_CYTOLOGY,EXPERIMENTAL_RECOMBINATION_DATA,EXPERIMENTAL_RECOMBINATION_LEFT_OF,EXPERIMENTAL_RECOMBINATION_RIGHT_OF,FEATURE_TYPE,GO_BIOLOGICAL_PROCESS,GO_CELLULAR_COMPONENT,GO_MOLECULAR_FUNCTION,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,MAPPED_FEATURES_MUTATIONS,NAME,RECOMBINATION_MAP,SYMBOL
FBgn0037358,FBgn0037358,CG2185,83B8-83B8,-,3-47.5 <newline> 3-44.1,-,-,SO0000010:protein_coding_gene,-,plasma membrane ; GO:0005886 | inferred from high throughput direct assay,calcium ion binding ; GO:0005509 | inferred from electronic annotation with InterPro:IPR002048,3R,5654861,5652640,-1,-,ethanol sensitive with low memory,3-47.5,elm
FBgn0037433,FBgn0037433,CG17919,83E4-83E4,-,3-47.5 <newline> 3-44.1,-,-,SO0000010:protein_coding_gene,response to bacterium ; GO:0009617 | inferred from expression pattern <newline> multicellular organism reproduction ; GO:0032504 | inferred from high throughput expression pattern,extracellular space ; GO:0005615 | inferred from high throughput direct assay,anion binding ; GO:0043168 | inferred from sequence or structural similarity with HGNC:8630,3R,6345087,6344029,1,-,-,3-47.5,CG17919
FBgn0037481,FBgn0037481,CG10059,84C7-84C7,84D-84D,3-48 <newline> 3-44.2,-,-,SO0000010:protein_coding_gene,negative regulation of neuron apoptotic process ; GO:0043524 | inferred from mutant phenotype <newline> response to caffeine ; GO:0031000 | inferred from mutant phenotype inferred from genetic interaction with spn-A inferred from genetic interaction with mei-41 inferred from genetic interaction with tefu inferred from genetic interaction with nbs <newline> negative regulation of neuroblast proliferation ; GO:0007406 | inferred from mutant phenotype <newline> DNA repair ; GO:0006281 | inferred from sequence or structural similarity with SGD:S000002696 <newline> cellular response to DNA damage stimulus ; GO:0006974 | inferred from mutant phenotype,Smc5-Smc6 complex ; GO:0030915 | inferred from sequence or structural similarity with SGD:S000002696 <newline> nucleus ; GO:0005634 | inferred from sequence or structural similarity with SGD:S000002696,SUMO transferase activity ; GO:0019789 | contributes_to inferred from sequence or structural similarity with SGD:S000002696,3R,7155180,7154238,-1,-,MAGE,Mar-48,MAGE
FBgn0037489,FBgn0037489,CG1234,84D3-84D3,-,3-48 <newline> 3-44.2,-,-,SO0000010:protein_coding_gene,-,nucleus ; GO:0005634 | inferred from biological aspect of ancestor with PANTHER:PTN000374010 <newline> nucleus ; GO:0005634 | inferred from sequence or structural similarity with UniProtKB:Q07896,chromatin binding ; GO:0003682 | inferred from biological aspect of ancestor with PANTHER:PTN000374010,3R,7246969,7244232,-1,-,-,Mar-48,CG1234
FBgn0037504,FBgn0037504,CG1142,84D8-84D8,-,3-48 <newline> 3-44.3,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,nucleus ; GO:0005634 | inferred from sequence or structural similarity with HGNC:24013,RNA binding ; GO:0003723 | inferred from sequence or structural similarity with HGNC:24013,3R,7473781,7472458,-1,-,-,Mar-48,CG1142
FBgn0037515,FBgn0037515,CG3066,84D14-84E1,-,3-48 <newline> 3-44.4,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> positive regulation of melanization defense response ; GO:0035008 | inferred from mutant phenotype <newline> proteolysis ; GO:0006508 | inferred from sequence model <newline> melanization defense response ; GO:0035006 | inferred from mutant phenotype",extracellular region ; GO:0005576 | inferred from high throughput direct assay,"serine-type endopeptidase activity ; GO:0004252 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR006604, InterPro:IPR018114 <newline> serine-type endopeptidase activity ; GO:0004252 | inferred from sequence model",3R,7763947,7759786,1,-,Serine protease 7,Mar-48,Sp7
FBgn0037537,FBgn0037537,CG2767,84E8-84E8,-,3-48 <newline> 3-44.7,-,-,SO0000010:protein_coding_gene,"oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR018170, InterPro:IPR020471 <newline> wing disc development ; GO:0035220 | inferred from genetic interaction with Bx <newline> chaeta development ; GO:0022416 | inferred from genetic interaction with Ssdp",-,"oxidoreductase activity ; GO:0016491 | inferred from electronic annotation with InterPro:IPR018170, InterPro:IPR020471",3R,8008110,8005924,-1,-,-,Mar-48,CG2767
FBgn0037555,FBgn0037555,CG9638,84F5-84F5,-,3-48 <newline> 3-44.8,-,-,SO0000010:protein_coding_gene,"regulation of transcription, DNA-templated ; GO:0006355 | inferred from direct assay <newline> regulation of transcription from RNA polymerase II promoter ; GO:0006357 | inferred from biological aspect of ancestor with PANTHER:PTN000271860 <newline> histone H3 acetylation ; GO:0043966 | inferred from direct assay <newline> histone H3 acetylation ; GO:0043966 | inferred from mutant phenotype <newline> regulation of terminal button organization ; GO:2000331 | inferred from mutant phenotype <newline> polytene chromosome puffing ; GO:0035079 | NOT inferred from mutant phenotype <newline> wing disc pattern formation ; GO:0035222 | inferred from genetic interaction with mam <newline> positive regulation of histone acetylation ; GO:0035066 | inferred from mutant phenotype <newline> chromatin remodeling ; GO:0006338 | inferred from direct assay",SAGA complex ; GO:0000124 | inferred from physical interaction with Spt3 inferred from physical interaction with Nipped-A <newline> SAGA complex ; GO:0000124 | inferred from direct assay <newline> polytene chromosome ; GO:0005700 | inferred from direct assay <newline> nucleus ; GO:0005634 | inferred from direct assay,"DNA binding ; GO:0003677 | inferred from electronic annotation with InterPro:IPR009057 <newline> zinc ion binding ; GO:0008270 | inferred from electronic annotation with InterPro:IPR000433 <newline> transcription coactivator activity ; GO:0003713 | inferred from biological aspect of ancestor with PANTHER:PTN000271860 <newline> protein binding ; GO:0005515 | inferred from physical interaction with UniProtKB:O76216 inferred from physical interaction with UniProtKB:Q9VWZ1 <newline> histone acetyltransferase activity ; GO:0004402 | contributes_to inferred from direct assay <newline> chromatin binding ; GO:0003682 | inferred from biological aspect of ancestor with PANTHER:PTN000271860 <newline> transcription factor activity, sequence-specific DNA binding ; GO:0003700 | inferred from biological aspect of ancestor with PANTHER:PTN000271860",3R,8240515,8236632,-1,-,transcriptional Adaptor 2b,Mar-48,Ada2b
FBgn0037566,FBgn0037566,CG7494,84F9-84F10,-,3-48 <newline> 3-44.9,-,-,SO0000010:protein_coding_gene,snRNA pseudouridine synthesis ; GO:0031120 | inferred from biological aspect of ancestor with PANTHER:PTN000560394 <newline> rRNA pseudouridine synthesis ; GO:0031118 | inferred from biological aspect of ancestor with PANTHER:PTN000560394 <newline> mitochondrial translation ; GO:0032543 | traceable author statement <newline> maturation of LSU-rRNA ; GO:0000470 | inferred from biological aspect of ancestor with PANTHER:PTN000559990 <newline> translation ; GO:0006412 | inferred from sequence or structural similarity with EMBL:AB049632 <newline> cleavage involved in rRNA processing ; GO:0000469 | inferred from biological aspect of ancestor with PANTHER:PTN000560394,box H/ACA snoRNP complex ; GO:0031429 | inferred from biological aspect of ancestor with PANTHER:PTN000560394 <newline> mitochondrial large ribosomal subunit ; GO:0005762 | traceable author statement <newline> mitochondrial large ribosomal subunit ; GO:0005762 | inferred from sequence or structural similarity with EMBL:AB049632,structural constituent of ribosome ; GO:0003735 | inferred from sequence or structural similarity with EMBL:AB049632 <newline> box H/ACA snoRNA binding ; GO:0034513 | inferred from biological aspect of ancestor with PANTHER:PTN000560394 <newline> structural constituent of ribosome ; GO:0003735 | traceable author statement,3R,8302770,8301440,1,-,mitochondrial ribosomal protein L1,Mar-48,mRpL1
FBgn0037583,FBgn0037583,CG9684,84F15-84F15,-,3-48 <newline> 3-44.9,-,-,SO0000010:protein_coding_gene,"mRNA splicing, via spliceosome ; GO:0000398 | inferred by curator from GO:0071011,GO:0071013",precatalytic spliceosome ; GO:0071011 | inferred from high throughput direct assay <newline> catalytic step 2 spliceosome ; GO:0071013 | inferred from high throughput direct assay,zinc ion binding ; GO:0008270 | inferred from sequence model with Pfam:PF01753,3R,8362554,8359958,-1,-,-,Mar-48,CG9684
FBgn0037612,FBgn0037612,CG8112,85A8-85A8,-,3-48 <newline> 3-45.4,-,-,SO0000010:protein_coding_gene,cholesterol esterification ; GO:0034435 | inferred from electronic annotation with InterPro:IPR030687 <newline> cholesterol homeostasis ; GO:0042632 | inferred from electronic annotation with InterPro:IPR030687 <newline> cholesterol metabolic process ; GO:0008203 | inferred from biological aspect of ancestor with PANTHER:PTN000823452,endoplasmic reticulum membrane ; GO:0005789 | inferred from biological aspect of ancestor with PANTHER:PTN000045225,cholesterol O-acyltransferase activity ; GO:0034736 | inferred from electronic annotation with InterPro:IPR030687 <newline> O-acyltransferase activity ; GO:0008374 | inferred from biological aspect of ancestor with PANTHER:PTN000045225,3R,8715263,8712933,1,-,-,Mar-48,CG8112
FBgn0037613,FBgn0037613,CG9790,85A8-85A9,85A-85A,3-48 <newline> 3-45.4,-,-,SO0000010:protein_coding_gene,"endomitotic cell cycle ; GO:0007113 | inferred from mutant phenotype <newline> positive regulation of cyclin-dependent protein serine/threonine kinase activity ; GO:0045737 | inferred from biological aspect of ancestor with PANTHER:PTN000602176 <newline> positive regulation of transcription, DNA-templated ; GO:0045893 | inferred from biological aspect of ancestor with PANTHER:PTN000602176 <newline> mitotic cell cycle ; GO:0000278 | inferred from mutant phenotype <newline> regulation of mitotic cell cycle ; GO:0007346 | inferred from biological aspect of ancestor with PANTHER:PTN000602176",SCF ubiquitin ligase complex ; GO:0019005 | inferred from direct assay <newline> cyclin-dependent protein kinase holoenzyme complex ; GO:0000307 | inferred from biological aspect of ancestor with PANTHER:PTN000602176,ubiquitin binding ; GO:0043130 | inferred from biological aspect of ancestor with PANTHER:PTN000602176 <newline> histone binding ; GO:0042393 | inferred from biological aspect of ancestor with PANTHER:PTN000602176 <newline> protein kinase binding ; GO:0019901 | inferred from biological aspect of ancestor with PANTHER:PTN000602176 <newline> cyclin-dependent protein serine/threonine kinase activator activity ; GO:0061575 | inferred from biological aspect of ancestor with PANTHER:PTN000602176,3R,8718456,8712906,-1,-,Cyclin-dependent kinase subunit 85A,Mar-48,Cks85A
FBgn0037627,FBgn0037627,CG13318,85B1-85B1,-,3-48 <newline> 3-45.4,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314",-,serine-type endopeptidase activity ; GO:0004252 | NOT inferred from key residues,3R,8772691,8771246,-1,-,-,Mar-48,CG13318
FBgn0037643,FBgn0037643,CG11963,85B7-85B7,-,3-48 <newline> 3-45.6,-,-,SO0000010:protein_coding_gene,sperm individualization ; GO:0007291 | inferred from mutant phenotype <newline> positive regulation of cysteine-type endopeptidase activity involved in apoptotic process ; GO:0043280 | inferred from mutant phenotype <newline> tricarboxylic acid cycle ; GO:0006099 | inferred from sequence or structural similarity with UniProtKB:Q9P2R7,mitochondrion ; GO:0005739 | inferred from direct assay <newline> mitochondrion ; GO:0005739 | inferred from high throughput direct assay <newline> Cul3-RING ubiquitin ligase complex ; GO:0031463 | inferred from direct assay <newline> succinate-CoA ligase complex (ADP-forming) ; GO:0009361 | inferred from sequence or structural similarity with UniProtKB:Q9P2R7,"ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR011761, InterPro:IPR013815, InterPro:IPR013816 <newline> metal ion binding ; GO:0046872 | inferred from electronic annotation with InterPro:IPR011761 <newline> succinate-CoA ligase (ADP-forming) activity ; GO:0004775 | inferred from sequence or structural similarity with UniProtKB:Q9P2R7",3R,8943027,8938724,1,-,skpA associated protein,Mar-48,skap
FBgn0037671,FBgn0037671,CG8444,85D6-85D7,-,3-48 <newline> 3-46.0,-,-,SO0000010:protein_coding_gene,presynaptic process involved in chemical synaptic transmission ; GO:0099531 | inferred from mutant phenotype <newline> axonal transport ; GO:0098930 | inferred from mutant phenotype <newline> establishment of body hair or bristle planar orientation ; GO:0048104 | inferred from mutant phenotype <newline> imaginal disc-derived wing hair organization ; GO:0035317 | inferred from mutant phenotype <newline> synapse organization ; GO:0050808 | inferred from mutant phenotype <newline> ATP hydrolysis coupled proton transport ; GO:0015991 | inferred from sequence or structural similarity with HGNC:18305 <newline> establishment of planar polarity ; GO:0001736 | inferred from genetic interaction with fz <newline> establishment of imaginal disc-derived wing hair orientation ; GO:0001737 | inferred from mutant phenotype <newline> long-term memory ; GO:0007616 | inferred from mutant phenotype <newline> protein localization involved in establishment of planar polarity ; GO:0090251 | inferred from mutant phenotype <newline> short-term memory ; GO:0007614 | inferred from mutant phenotype <newline> compound eye development ; GO:0048749 | inferred from mutant phenotype <newline> endosomal transport ; GO:0016197 | inferred from mutant phenotype <newline> phototaxis ; GO:0042331 | inferred from mutant phenotype,integral component of membrane ; GO:0016021 | inferred from electronic annotation with InterPro:IPR012493 <newline> plasma membrane ; GO:0005886 | inferred from direct assay <newline> apical part of cell ; GO:0045177 | inferred from direct assay <newline> cell surface ; GO:0009986 | inferred from direct assay <newline> vacuolar proton-transporting V-type ATPase complex ; GO:0016471 | inferred from sequence or structural similarity with HGNC:18305 <newline> intracellular ; GO:0005622 | inferred from direct assay,receptor activity ; GO:0004872 | inferred from electronic annotation with InterPro:IPR012493 <newline> frizzled binding ; GO:0005109 | inferred from direct assay,3R,9262590,9260638,1,-,ATPase H+ transporting accessory protein 2,Mar-48,ATP6AP2
FBgn0037710,FBgn0037710,CG9393,85D24-85D25,-,3-48 <newline> 3-46.1,-,-,SO0000010:protein_coding_gene,protein targeting to mitochondrion ; GO:0006626 | inferred from sequence or structural similarity with UniProtKB:Q13505,mitochondrial outer membrane ; GO:0005741 | inferred from sequence or structural similarity with UniProtKB:Q13505 <newline> mitochondrial outer membrane ; GO:0005741 | inferred from direct assay,-,3R,9563673,9561583,-1,-,-,Mar-48,CG9393
FBgn0037716,FBgn0037716,CG8273,85D25-85D26,-,3-48 <newline> 3-46.2,-,-,SO0000010:protein_coding_gene,regulation of RNA splicing ; GO:0043484 | inferred from electronic annotation with InterPro:IPR032922 <newline> regulation of cell cycle ; GO:0051726 | inferred from electronic annotation with InterPro:IPR032922,-,RNA binding ; GO:0003723 | inferred from electronic annotation with InterPro:IPR032922 <newline> double-stranded RNA binding ; GO:0003725 | inferred from sequence or structural similarity,3R,9581225,9578042,1,-,-,Mar-48,CG8273
FBgn0037722,FBgn0037722,CG8319,85E1-85E1,-,3-49 <newline> 3-46.2,-,-,SO0000010:protein_coding_gene,"regulation of transcription, DNA-templated ; GO:0006355 | inferred from sequence or structural similarity with UniProtKB:Q9NQX1",nucleus ; GO:0005634 | inferred from sequence or structural similarity with UniProtKB:Q9NQX1,"zinc ion binding ; GO:0008270 | inferred from electronic annotation with InterPro:IPR012934 <newline> transcription factor activity, sequence-specific DNA binding ; GO:0003700 | inferred from sequence or structural similarity with UniProtKB:Q9NQX1 <newline> transcription regulatory region sequence-specific DNA binding ; GO:0000976 | inferred from sequence or structural similarity with UniProtKB:Q9NQX1",3R,9628676,9627321,1,-,-,Mar-49,CG8319
FBgn0037723,FBgn0037723,CG8327,85E1-85E2,-,3-49 <newline> 3-46.2,-,-,SO0000010:protein_coding_gene,spermidine biosynthetic process ; GO:0008295 | inferred from biological aspect of ancestor with PANTHER:PTN000900703,cellular_component ; GO:0005575 | no biological data available,spermidine synthase activity ; GO:0004766 | inferred from biological aspect of ancestor with PANTHER:PTN000900703,3R,9633673,9631641,1,-,Spermidine Synthase,Mar-49,SpdS
FBgn0037728,FBgn0037728,CG16817,85E3-85E3,-,3-49 <newline> 3-46.2,-,-,SO0000010:protein_coding_gene,Golgi organization ; GO:0007030 | inferred from mutant phenotype,nuclear membrane ; GO:0031965 | inferred from direct assay <newline> endoplasmic reticulum ; GO:0005783 | inferred from direct assay <newline> nucleus ; GO:0005634 | inferred from direct assay,prostaglandin-E synthase activity ; GO:0050220 | inferred from sequence or structural similarity with UniProtKB:Q15185,3R,9679658,9677927,1,-,-,Mar-49,CG16817
FBgn0037788,FBgn0037788,CG3940,85F12-85F12,-,3-49 <newline> 3-46.6,-,-,SO0000010:protein_coding_gene,one-carbon metabolic process ; GO:0006730 | inferred from electronic annotation with InterPro:IPR018338,-,carbonate dehydratase activity ; GO:0004089 | inferred from electronic annotation with InterPro:IPR018338 <newline> zinc ion binding ; GO:0008270 | inferred from electronic annotation with InterPro:IPR018338,3R,10120081,10112237,1,-,-,Mar-49,CG3940
FBgn0037798,FBgn0037798,CG12817,86A1-86A1,-,3-49 <newline> 3-46.6,-,-,SO0000010:protein_coding_gene,-,-,calcium ion binding ; GO:0005509 | inferred from electronic annotation with InterPro:IPR002048,3R,10224725,10223440,-1,-,-,Mar-49,CG12817
FBgn0037801,FBgn0037801,CG3999,86A2-86A2,-,3-49 <newline> 3-46.6,-,-,SO0000010:protein_coding_gene,"oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR003437, InterPro:IPR020580, InterPro:IPR020581 <newline> glycine catabolic process ; GO:0006546 | inferred from electronic annotation with InterPro:IPR020580, InterPro:IPR020581",mitochondrion ; GO:0005739 | inferred from biological aspect of ancestor with PANTHER:PTN000206533,"glycine dehydrogenase (decarboxylating) activity ; GO:0004375 | inferred from electronic annotation with InterPro:IPR003437, InterPro:IPR020581",3R,10255268,10251518,1,-,-,Mar-49,CG3999
FBgn0037844,FBgn0037844,CG4570,86C7-86C7,-,3-50 <newline> 3-47.1,-,-,SO0000010:protein_coding_gene,"transposition, DNA-mediated ; GO:0006313 | inferred from electronic annotation with InterPro:IPR002492 <newline> DNA integration ; GO:0015074 | inferred from electronic annotation with InterPro:IPR002492 <newline> developmental process ; GO:0032502 | inferred from biological aspect of ancestor with PANTHER:PTN001124877",-,DNA binding ; GO:0003677 | inferred from electronic annotation with InterPro:IPR002492,3R,10858066,10856807,1,-,-,Mar-50,CG4570
FBgn0037894,FBgn0037894,CG5252,86E4-86E4,-,3-51 <newline> 3-48.2,-,-,SO0000010:protein_coding_gene,protein import into nucleus ; GO:0006606 | inferred from biological aspect of ancestor with PANTHER:PTN000108134,nuclear envelope ; GO:0005635 | inferred from biological aspect of ancestor with PANTHER:PTN000108134 <newline> cytosol ; GO:0005829 | inferred from biological aspect of ancestor with PANTHER:PTN000108134,Ran GTPase binding ; GO:0008536 | inferred from electronic annotation with InterPro:IPR001494 <newline> protein transporter activity ; GO:0008565 | inferred from biological aspect of ancestor with PANTHER:PTN000108134,3R,11416142,11412522,1,-,Ranbp9,Mar-51,Ranbp9
FBgn0037912,FBgn0037912,CG6782,86E10-86E10,-,3-51 <newline> 3-48.5,-,-,SO0000010:protein_coding_gene,mitochondrial transport ; GO:0006839 | inferred from biological aspect of ancestor with PANTHER:PTN000211803 <newline> mitochondrial citrate transport ; GO:0006843 | inferred from mutant phenotype <newline> citrate transport ; GO:0015746 | inferred from direct assay,mitochondrial inner membrane ; GO:0005743 | inferred from biological aspect of ancestor with PANTHER:PTN000211803 <newline> Nebenkern ; GO:0016006 | inferred from direct assay <newline> mitochondrion ; GO:0005739 | inferred from direct assay <newline> integral component of membrane ; GO:0016021 | inferred from biological aspect of ancestor with PANTHER:PTN000211803,citrate transmembrane transporter activity ; GO:0015137 | inferred from biological aspect of ancestor with PANTHER:PTN000640552,3R,11567054,11559896,-1,-,scheggia,Mar-51,sea
FBgn0037922,FBgn0037922,CG14711,86E13-86E13,-,3-51 <newline> 3-48.6,-,-,SO0000010:protein_coding_gene,"regulation of transcription, DNA-templated ; GO:0006355 | inferred from sequence or structural similarity with UniProtKB:Q92766",nucleus ; GO:0005634 | inferred from sequence or structural similarity with UniProtKB:Q92766,"zinc ion binding ; GO:0008270 | inferred from electronic annotation with InterPro:IPR012934 <newline> transcription factor activity, sequence-specific DNA binding ; GO:0003700 | inferred from sequence or structural similarity with UniProtKB:Q92766 <newline> transcription regulatory region sequence-specific DNA binding ; GO:0000976 | inferred from sequence or structural similarity with UniProtKB:Q92766 <newline> DNA binding ; GO:0003677 | inferred from direct assay",3R,11624948,11623339,1,-,-,Mar-51,CG14711
FBgn0037950,FBgn0037950,CG14723,86F7-86F8,86F-86F,3-51 <newline> 3-48.8,-,-,SO0000010:protein_coding_gene,"ion transmembrane transport ; GO:0034220 | inferred from electronic annotation with InterPro:IPR006028, InterPro:IPR006201 <newline> thermotaxis ; GO:0043052 | inferred from mutant phenotype <newline> chloride transport ; GO:0006821 | inferred from direct assay",histamine-gated chloride channel complex ; GO:0019183 | inferred from direct assay <newline> integral component of membrane ; GO:0016021 | inferred from sequence model,"extracellular ligand-gated ion channel activity ; GO:0005230 | inferred from electronic annotation with InterPro:IPR006202 <newline> transmembrane signaling receptor activity ; GO:0004888 | inferred from electronic annotation with InterPro:IPR006028, InterPro:IPR006201 <newline> histamine-gated chloride channel activity ; GO:0019182 | inferred from direct assay",3R,11789393,11787176,1,-,Histamine-gated chloride channel subunit 1,Mar-51,HisCl1
FBgn0038002,FBgn0038002,CG12256,87B2-87B2,-,3-52 <newline> 3-49.3,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> proteolysis ; GO:0006508 | inferred from sequence model",-,"serine-type endopeptidase activity ; GO:0004252 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> serine-type endopeptidase activity ; GO:0004252 | inferred from sequence model",3R,12226339,12225282,-1,-,-,Mar-52,CG12256
FBgn0038034,FBgn0038034,CG17875,87B9-87B9,87B-87C,3-52 <newline> 3-49.5,-,-,SO0000010:protein_coding_gene,-,-,-,3R,12398929,12396007,-1,-,Cyp9f3,Mar-52,Cyp9f3
FBgn0038038,FBgn0038038,CG5167,87B9-87B9,-,3-52 <newline> 3-49.5,-,-,SO0000010:protein_coding_gene,oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR005097,-,oxidoreductase activity ; GO:0016491 | inferred from electronic annotation with InterPro:IPR005097,3R,12408107,12406532,1,-,-,Mar-52,CG5167
FBgn0038072,FBgn0038072,CG6225,87C3-87C3,-,3-52 <newline> 3-49.8,-,-,SO0000010:protein_coding_gene,-,-,metalloaminopeptidase activity ; GO:0070006 | inferred from electronic annotation with InterPro:IPR033740,3R,12660860,12654577,1,-,-,Mar-52,CG6225
FBgn0038088,FBgn0038088,CG10126,87D2-87D2,-,3-53 <newline> 3-50.0,-,-,SO0000010:protein_coding_gene,-,-,calcium ion binding ; GO:0005509 | inferred from biological aspect of ancestor with PANTHER:PTN000095441,3R,12859246,12855544,-1,-,-,Mar-53,CG10126
FBgn0038099,FBgn0038099,CG7091,87D6-87D6,-,3-53 <newline> 3-50.4,-,-,SO0000010:protein_coding_gene,transmembrane transport ; GO:0055085 | inferred from biological aspect of ancestor with PANTHER:PTN000184222 <newline> anion transport ; GO:0006820 | inferred from biological aspect of ancestor with PANTHER:PTN000184222,integral component of membrane ; GO:0016021 | inferred from biological aspect of ancestor with PANTHER:PTN000184222,transmembrane transporter activity ; GO:0022857 | inferred from biological aspect of ancestor with PANTHER:PTN000184222,3R,12980535,12978000,1,-,-,Mar-53,CG7091
FBgn0038142,FBgn0038142,CG14379,87E8-87E8,-,3-53 <newline> 3-50.8,-,-,SO0000010:protein_coding_gene,sensory perception of chemical stimulus ; GO:0007606 | inferred from sequence or structural similarity with CheA29a,extracellular region ; GO:0005576 | inferred from sequence model,molecular_function ; GO:0003674 | no biological data available,3R,13370346,13369648,1,-,Chemosensory protein A 87a,Mar-53,CheA87a
FBgn0038143,FBgn0038143,CG9813,87E8-87E8,-,3-53 <newline> 3-50.9,-,-,SO0000010:protein_coding_gene,-,-,-,3R,13379775,13373104,-1,-,-,Mar-53,CG9813
FBgn0038147,FBgn0038147,CG14375,87E8-87E8,-,3-53 <newline> 3-50.9,-,-,SO0000010:protein_coding_gene,neuropeptide signaling pathway ; GO:0007218 | inferred from direct assay,extracellular space ; GO:0005615 | inferred from direct assay <newline> extracellular space ; GO:0005615 | inferred from sequence model inferred from direct assay,neuropeptide hormone activity ; GO:0005184 | inferred from direct assay,3R,13395197,13389059,-1,-,CCHamide-2,Mar-53,CCHa2
FBgn0038166,FBgn0038166,CG9588,87F7-87F7,-,3-54 <newline> 3-51.1,-,-,SO0000010:protein_coding_gene,proteasome regulatory particle assembly ; GO:0070682 | inferred from biological aspect of ancestor with PANTHER:PTN000291528,"cytoplasm ; GO:0005737 | inferred from biological aspect of ancestor with PANTHER:PTN000291528 <newline> nucleus ; GO:0005634 | inferred from biological aspect of ancestor with PANTHER:PTN000291528 <newline> proteasome regulatory particle, base subcomplex ; GO:0008540 | inferred from biological aspect of ancestor with PANTHER:PTN000291528",-,3R,13676681,13675092,-1,-,-,Mar-54,CG9588
FBgn0038170,FBgn0038170,CG14367,87F11-87F11,-,3-54 <newline> 3-51.1,-,-,SO0000010:protein_coding_gene,cilium assembly ; GO:0060271 | inferred from sequence model,-,-,3R,13695513,13694053,1,-,-,Mar-54,CG14367
FBgn0038181,FBgn0038181,CG9297,87F13-87F13,-,3-54 <newline> 3-51.2,-,-,SO0000010:protein_coding_gene,-,-,-,3R,13779317,13771495,1,-,-,Mar-54,CG9297
FBgn0038190,FBgn0038190,CG9926,88A3-88A3,-,3-54 <newline> 3-51.6,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3R,13951138,13949454,-1,-,-,Mar-54,CG9926
FBgn0038191,FBgn0038191,CG9925,88A3-88A3,-,3-54 <newline> 3-51.6,-,-,SO0000010:protein_coding_gene,defense response to Gram-negative bacterium ; GO:0050829 | inferred from high throughput mutant phenotype <newline> positive regulation of innate immune response ; GO:0045089 | inferred from high throughput mutant phenotype,-,zinc ion binding ; GO:0008270 | inferred from sequence model with Pfam:PF01753,3R,13964174,13960712,-1,-,-,Mar-54,CG9925
FBgn0038195,FBgn0038195,CG3061,88A4-88A4,-,3-54 <newline> 3-52.4,-,-,SO0000010:protein_coding_gene,-,endomembrane system ; GO:0012505 | inferred from high throughput direct assay,-,3R,14035041,14032371,1,-,-,Mar-54,CG3061
FBgn0038196,FBgn0038196,CG9922,88A4-88A4,-,3-54 <newline> 3-52.4,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3R,14036398,14035018,-1,-,-,Mar-54,CG9922
FBgn0038251,FBgn0038251,CG3508,88C10-88C10,-,3-55 <newline> 3-54.2,-,-,SO0000010:protein_coding_gene,negative regulation of transcription from RNA polymerase II promoter ; GO:0000122 | inferred from electronic annotation with InterPro:IPR024872,cytoplasm ; GO:0005737 | inferred from electronic annotation with InterPro:IPR024872 <newline> nucleus ; GO:0005634 | inferred from direct assay,cyclin-dependent protein serine/threonine kinase inhibitor activity ; GO:0004861 | inferred from electronic annotation with InterPro:IPR024872 <newline> 7SK snRNA binding ; GO:0097322 | inferred from direct assay,3R,14661177,14659438,1,-,Hexamethylene bisacetamide inducible,Mar-55,Hexim
